时隙,任务类型,请求序列,请求到达量,空闲算力资源,等待服务队列,即时需求缺口,缓存调整量,资源缓存量,综合评价值,请求保障率,资源冗余率,下一时隙空闲算力资源,下一时隙等待服务队列,决策来源,相似案例编号
78,灾害图像深度分析,台风灾情序列004,1.0,30.046965092420578,0.0,0.0,-0.42936551570892334,0.0,-0.2904696509242058,1.0,0.966718768537051,29.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t73,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_13_0_危险源态势研判_危化事故序列005_t83"
79,灾害图像深度分析,台风灾情序列004,0.0,29.046965092420578,0.0,0.0,-0.6123493313789368,0.0,-0.2904696509242058,1.0,1.0,29.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t74,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t84,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
80,灾害图像深度分析,台风灾情序列004,1.0,29.046965092420578,0.0,0.0,-0.42098116874694824,0.0,-0.2804696509242058,1.0,0.9655729954293595,28.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_13_0_危险源态势研判_危化事故序列005_t81"
81,灾害图像深度分析,台风灾情序列004,2.0,28.046965092420578,0.0,0.0,-0.3434438705444336,0.0,-0.26046965092420576,1.0,0.9286910368587267,26.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t33,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t85"
82,灾害图像深度分析,台风灾情序列004,0.0,26.046965092420578,0.0,0.0,-0.291203111410141,0.0,-0.26046965092420576,1.0,1.0,26.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t77,valid_0_0_结构化报告生成_山火监测序列003_t33,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
83,灾害图像深度分析,台风灾情序列004,1.0,26.046965092420578,0.0,0.0,-0.397027850151062,0.0,-0.25046965092420576,1.0,0.9616078112574048,25.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
84,灾害图像深度分析,台风灾情序列004,0.0,25.046965092420578,0.0,0.0,-0.5203285217285156,0.0,-0.25046965092420576,1.0,1.0,25.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t6,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_受灾目标识别_洪涝巡检序列002_t154"
85,灾害图像深度分析,台风灾情序列004,0.0,25.046965092420578,0.0,0.0,-0.3973182141780853,0.0,-0.25046965092420576,1.0,1.0,25.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
86,灾害图像深度分析,台风灾情序列004,0.0,25.046965092420578,0.0,0.0,-0.42234092950820923,0.0,-0.25046965092420576,1.0,1.0,25.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t81,valid_0_0_结构化报告生成_山火监测序列003_t6,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t134,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
87,灾害图像深度分析,台风灾情序列004,1.0,25.046965092420578,0.0,0.0,-0.41895851492881775,0.0,-0.24046965092420577,1.0,0.9600750032464967,24.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
88,灾害图像深度分析,台风灾情序列004,0.0,24.046965092420578,0.0,0.0,-0.41123196482658386,0.0,-0.24046965092420577,1.0,1.0,24.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t82"
89,灾害图像深度分析,台风灾情序列004,1.0,24.046965092420578,0.0,0.0,-0.41904187202453613,0.0,-0.2304696509242058,1.0,0.9584147107064587,23.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
90,灾害图像深度分析,台风灾情序列004,1.0,23.046965092420578,0.0,0.0,-0.3435463011264801,0.0,-0.22046965092420578,1.0,0.9566103391058257,22.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t33,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t85"
91,灾害图像深度分析,台风灾情序列004,0.0,22.046965092420578,0.0,0.0,-0.2777771055698395,0.0,-0.22046965092420578,1.0,1.0,22.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t104,valid_0_0_结构化报告生成_山火监测序列003_t6,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
92,灾害图像深度分析,台风灾情序列004,0.0,22.046965092420578,0.0,0.0,-0.38015875220298767,0.0,-0.22046965092420578,1.0,1.0,22.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t105,valid_0_0_结构化报告生成_山火监测序列003_t6,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t78"
93,灾害图像深度分析,台风灾情序列004,0.0,22.046965092420578,0.0,0.0,-0.3665551543235779,0.0,-0.22046965092420578,1.0,1.0,22.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t91,valid_0_0_快速问答服务_地震救援序列001_t8"
94,灾害图像深度分析,台风灾情序列004,0.0,22.046965092420578,0.0,0.0,-0.4926151931285858,0.0,-0.22046965092420578,1.0,1.0,22.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t106,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t96,valid_0_0_快速问答服务_地震救援序列001_t8"
95,灾害图像深度分析,台风灾情序列004,2.0,22.046965092420578,0.0,0.0,-0.4270489811897278,0.0,-0.20046965092420577,1.0,0.9092845663057919,20.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t73,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t83"
96,灾害图像深度分析,台风灾情序列004,1.0,20.046965092420578,0.0,0.0,-0.4147455096244812,0.0,-0.19046965092420579,1.0,0.9501171376619953,19.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_13_0_危险源态势研判_危化事故序列005_t84,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t152"
97,灾害图像深度分析,台风灾情序列004,1.0,19.046965092420578,0.0,0.0,-0.2894999086856842,0.0,-0.18046965092420578,1.0,0.9474981974740987,18.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
98,灾害图像深度分析,台风灾情序列004,0.0,18.046965092420578,0.0,0.0,-0.49864012002944946,0.0,-0.18046965092420578,1.0,1.0,18.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t85,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t135,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t154"
99,灾害图像深度分析,台风灾情序列004,1.0,18.046965092420578,0.0,0.0,-0.5388757586479187,0.0,-0.17046965092420577,1.0,0.9445890212077829,17.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t189"
100,灾害图像深度分析,台风灾情序列004,2.0,17.046965092420578,0.0,0.0,-0.41542553901672363,0.0,-0.15046965092420578,1.0,0.8826770636792564,15.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t78,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
101,灾害图像深度分析,台风灾情序列004,2.0,15.046965092420578,0.0,0.0,-0.49499377608299255,0.0,-0.1304696509242058,1.0,0.8670828311413153,13.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,train_13_0_危险源态势研判_危化事故序列005_t33"
102,灾害图像深度分析,台风灾情序列004,2.0,13.046965092420578,0.0,0.0,-0.5000461935997009,0.0,-0.11046965092420578,1.0,0.8467076453541009,11.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t79,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,train_13_0_危险源态势研判_危化事故序列005_t33"
103,灾害图像深度分析,台风灾情序列004,0.0,11.046965092420578,0.0,0.0,-0.6453568935394287,0.0,-0.11046965092420578,1.0,1.0,11.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t85,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_受灾目标识别_洪涝巡检序列002_t155,train_13_0_危险源态势研判_危化事故序列005_t33"
104,灾害图像深度分析,台风灾情序列004,0.0,11.046965092420578,0.0,0.0,-0.39834919571876526,0.0,-0.11046965092420578,1.0,1.0,11.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t86,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_受灾目标识别_洪涝巡检序列002_t12,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
105,灾害图像深度分析,台风灾情序列004,3.0,11.046965092420578,0.0,0.0,-0.4393472373485565,0.0,-0.08046965092420579,1.0,0.7284322006178577,8.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t198,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,train_13_0_危险源态势研判_危化事故序列005_t10"
106,灾害图像深度分析,台风灾情序列004,2.0,8.046965092420578,0.0,0.0,-0.4783339202404022,0.0,-0.06046965092420578,1.0,0.7514590933314975,6.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_13_0_危险源态势研判_危化事故序列005_t55,valid_0_0_结构化报告生成_山火监测序列003_t5,train_13_0_危险源态势研判_危化事故序列005_t16,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
107,灾害图像深度分析,台风灾情序列004,0.0,6.046965092420578,0.0,0.0,-0.5089367032051086,0.0,-0.06046965092420578,1.0,1.0,6.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t79,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
108,灾害图像深度分析,台风灾情序列004,3.0,6.046965092420578,0.0,0.0,-0.24339823424816132,0.0,-0.03046965092420578,1.0,0.5038833606365154,3.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t87,valid_13_0_危险源态势研判_危化事故序列005_t54,valid_0_0_结构化报告生成_山火监测序列003_t6,train_13_0_危险源态势研判_危化事故序列005_t38,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
109,灾害图像深度分析,台风灾情序列004,1.0,3.046965092420578,0.0,0.0,-0.2866849899291992,0.0,-0.02046965092420578,1.0,0.6718045761378981,2.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t32,valid_13_0_危险源态势研判_危化事故序列005_t55,train_13_0_危险源态势研判_危化事故序列005_t38,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
110,灾害图像深度分析,台风灾情序列004,2.0,2.046965092420578,0.0,0.0,-0.2953487038612366,0.0,-0.00046965092420578005,1.0,0.022943768115283696,0.046965092420578,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t198,valid_13_0_危险源态势研判_危化事故序列005_t54,train_13_0_危险源态势研判_危化事故序列005_t18,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_0_0_受灾目标识别_洪涝巡检序列002_t12"
111,灾害图像深度分析,台风灾情序列004,1.0,0.046965092420578,0.0,0.953034907579422,-0.11935257166624069,0.0,-0.02859104722738266,0.046965092420578,0.0,0.0,0.953034907579422,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t195,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_0_0_受灾目标识别_洪涝巡检序列002_t189"
112,灾害图像深度分析,台风灾情序列004,2.0,0.0,0.953034907579422,2.953034907579422,-0.19937831163406372,0.0,-0.08859104722738266,0.0,0.0,0.0,2.953034907579422,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t195,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_0_0_受灾目标识别_洪涝巡检序列002_t155"
113,灾害图像深度分析,台风灾情序列004,2.0,0.0,2.953034907579422,4.953034907579422,-0.2856537997722626,0.0,-0.14859104722738267,0.0,0.0,0.0,4.953034907579422,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t21,train_13_0_危险源态势研判_危化事故序列005_t19,valid_12_0_灾害图像深度分析_台风灾情序列004_t198,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_0_0_受灾目标识别_洪涝巡检序列002_t12"
114,灾害图像深度分析,台风灾情序列004,1.0,0.0,4.953034907579422,5.953034907579422,0.10109088569879532,26.171212047338486,-0.20218177139759064,1.0,0.7725349939157738,20.218177139759064,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t194,valid_0_0_受灾目标识别_洪涝巡检序列002_t168,valid_0_0_结构化报告生成_山火监测序列003_t5"
115,灾害图像深度分析,台风灾情序列004,1.0,20.218177139759064,0.0,0.0,-0.6002321243286133,0.0,-0.19218177139759063,1.0,0.9505395569003351,19.218177139759064,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t23,valid_12_0_灾害图像深度分析_台风灾情序列004_t196,train_13_0_危险源态势研判_危化事故序列005_t21,valid_0_0_受灾目标识别_洪涝巡检序列002_t167,valid_0_0_结构化报告生成_山火监测序列003_t5"
116,灾害图像深度分析,台风灾情序列004,2.0,19.218177139759064,0.0,0.0,-0.38766711950302124,0.0,-0.17218177139759064,1.0,0.8959318573527794,17.218177139759064,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t90,train_12_0_灾害图像深度分析_台风灾情序列004_t6,valid_13_0_危险源态势研判_危化事故序列005_t33,valid_0_0_快速问答服务_地震救援序列001_t5,valid_0_0_结构化报告生成_山火监测序列003_t37"
117,灾害图像深度分析,台风灾情序列004,1.0,17.218177139759064,0.0,0.0,-0.17449410259723663,0.0,-0.16218177139759063,1.0,0.9419218427198738,16.218177139759064,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t90,train_12_0_灾害图像深度分析_台风灾情序列004_t6,valid_13_0_危险源态势研判_危化事故序列005_t33,valid_0_0_快速问答服务_地震救援序列001_t5,train_13_0_危险源态势研判_危化事故序列005_t48"
118,灾害图像深度分析,台风灾情序列004,0.0,16.218177139759064,0.0,0.0,-0.1872217059135437,0.0,-0.16218177139759063,1.0,1.0,16.218177139759064,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t92,train_12_0_灾害图像深度分析_台风灾情序列004_t6,valid_13_0_危险源态势研判_危化事故序列005_t33,valid_0_0_快速问答服务_地震救援序列001_t5,train_13_0_危险源态势研判_危化事故序列005_t49"
119,灾害图像深度分析,台风灾情序列004,2.0,16.218177139759064,0.0,0.0,-0.3520171642303467,0.0,-0.14218177139759064,1.0,0.8766815787763858,14.218177139759064,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t92,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t35,valid_0_0_快速问答服务_地震救援序列001_t5,valid_0_0_结构化报告生成_山火监测序列003_t37"
0,结构化报告生成,山火监测序列003,1.0,10.0,0.0,0.0,-0.40358278155326843,0.0,-0.09,1.0,0.9,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,train_0_0_结构化报告生成_山火监测序列003_t2,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_12_0_灾害图像深度分析_台风灾情序列004_t198,train_13_0_危险源态势研判_危化事故序列005_t16"
1,结构化报告生成,山火监测序列003,1.0,9.0,0.0,0.0,-0.5910406112670898,0.0,-0.08,1.0,0.8888888888888888,8.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t6,valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_13_0_危险源态势研判_危化事故序列005_t49,train_13_0_危险源态势研判_危化事故序列005_t16,valid_0_0_受灾目标识别_洪涝巡检序列002_t184"
2,结构化报告生成,山火监测序列003,1.0,8.0,0.0,0.0,-0.6065101027488708,0.0,-0.07,1.0,0.875,7.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t5,valid_12_0_灾害图像深度分析_台风灾情序列004_t31,valid_13_0_危险源态势研判_危化事故序列005_t53,train_13_0_危险源态势研判_危化事故序列005_t9,valid_0_0_受灾目标识别_洪涝巡检序列002_t164"
3,结构化报告生成,山火监测序列003,1.0,7.0,0.0,0.0,-0.6490720510482788,0.0,-0.06,1.0,0.8571428571428571,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t5,valid_12_0_灾害图像深度分析_台风灾情序列004_t31,valid_13_0_危险源态势研判_危化事故序列005_t53,train_13_0_危险源态势研判_危化事故序列005_t10,valid_0_0_受灾目标识别_洪涝巡检序列002_t164"
4,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.41140735149383545,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t5,valid_12_0_灾害图像深度分析_台风灾情序列004_t79,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_受灾目标识别_洪涝巡检序列002_t165,train_13_0_危险源态势研判_危化事故序列005_t35"
5,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.31761986017227173,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t5,valid_12_0_灾害图像深度分析_台风灾情序列004_t78,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t12,train_13_0_危险源态势研判_危化事故序列005_t30"
6,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.4460163712501526,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t6,valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,train_13_0_危险源态势研判_危化事故序列005_t46"
7,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.46654975414276123,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t7,valid_12_0_灾害图像深度分析_台风灾情序列004_t106,valid_13_0_危险源态势研判_危化事故序列005_t134,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
8,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.4706721007823944,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t8,valid_12_0_灾害图像深度分析_台风灾情序列004_t108,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t83,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
9,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
10,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
11,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
12,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
13,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
14,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
15,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
16,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
